Search_ID,Case_Name,Citation,Year,Exclusion_Reason,First_Pass_Likely_Case_Type
westlaw_100_full_text_items_for_appendectomy11_0098,"Called into Doubt by Sosa v. Lantz, D.Conn., August 14, 2013",2005 WL 3116413,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy11_0099,"Pasqual LOPEZ, Plaintiff,
v.
Nancy A. BERRYHILL, Acting Commissioner of Social Security, Defendant.",2019 WL 918359,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy2_0000,"Sheila Rae TAYLOR, Plaintiff,
v.
COMMISSIONER OF SOCIAL SECURITY ADMINISTRATION, Defendant.",2015 WL 4730716,2015,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy2_0001,"Ninoos EILIA, Plaintiff,
v.
Andrew SAUL,1 Defendant.",2019 WL 13201914,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy2_0002,"Aaron FRANCOIS (#603619)
v.
Stephanie LAMARTINIERE, et al.",2019 WL 2494597,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy2_0004,"Warren Vincent LEE, Plaintiff,
v.
Shane WYATT,1 et al., Defendants.",2009 WL 1741387,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy2_0005,"Jaquan BANKS, Plaintiff,
v.
Thomas J. DART, et al., Defendants.",2023 WL 6388063,2026,Appendicitis_Index=UNKNOWN; Harm=UNKNOWN,delayed_diagnosis
westlaw_100_full_text_items_for_appendectomy2_0006,"Maura Hammond v. EM Specialists, PA, a Kansas Professional Corporation, Sharon L. Maturo, M.D., and Carrie A. Grounds, M.D.",2015 WL 4066691,2015,No clinically meaningful appendectomy-related injury or harm documented in the opinion; case lacks factual details on injury.; Harm=NO,operative_complication
westlaw_100_full_text_items_for_appendectomy2_0007,"Mary G. Jewett v. Robert A. McDonald, Secretary of Veterans Affairs",2014 WL 5343674,2014,Non‑malpractice benefits claim; Is_Malpractice_Case=NO,delayed_diagnosis
westlaw_100_full_text_items_for_appendectomy2_0008,"Distinguished by WFG National Title Insurance Company v. Northway Homes LLC, W.D.N.C., June 30, 2025",127 F.Supp. 26,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy2_0010,"Antonio PEARSON, Plaintiff
v.
PRISON HEALTH SERVICE, et al., Defendants.",2014 WL 2860660,2026,Is_Malpractice_Case=UNKNOWN; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy2_0011,"Hyman KRAMER, Appellant,
v.
Eric K. SHINSEKI, Secretary of Veterans Affairs, Appellee.",2011 WL 4537301,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy2_0012,"Brenda Aimee SMITH
v.
Michael J. ASTRUE, Commissioner of Social Security Administration.",914 F.Supp.2d 764,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy2_0013,"Judgment Reversed by Schweiker v. McClure, U.S.Cal., April 20, 1982",503 F.Supp. 409,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy2_0014,"Betty J. JONES, Appellant,
v.
Robert L. WILKIE, Secretary of Veterans Affairs, Appellee.",2020 WL 236754,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy2_0015,"Michele R. FABERY, RN, BSN, and Charles Fabery, Plaintiffs,
v.
MID–SOUTH OB–GYN, P.L.L.C., Heather O. Donato, M.D., Michael L. Stack, M.D., Donald L. Hamby, M.D., Defendants.",2007 WL 7607254,2026,Is_Malpractice_Case=UNKNOWN; Appendicitis_Index=UNKNOWN; Harm=UNKNOWN,unclear
westlaw_100_full_text_items_for_appendectomy2_0016,"Nancy D. JOHNSON, Plaintiff,
v.
Michael J. ASTRUE, Commissioner of Social Security, Defendant.",2009 WL 413299,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy2_0017,"Julie A. JANAS, Plaintiff,
v.
JoAnne B. BARNHART, Defendant.",451 F.Supp.2d 483,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy2_0019,"Andrea K. SAVIDGE, et al., Plaintiffs,
v.
PHARM-SAVE, INC., Defendant.",570 F.Supp.3d 518,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy2_0020,"Sarah SANDOVAL Plaintiff,
v.
Natalya DANILYANTS, M.D., et al., Defendants.",2022 WL 1470471,2026,Appendicitis_Index=NO; Harm=NO,operative_complication
westlaw_100_full_text_items_for_appendectomy2_0021,"Distinguished by Tatum v. ADT Sec. Services, Inc., M.D.Ala., March 19, 2012",244 F.Supp.2d 1298,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy2_0022,,545 Fed.Appx. 484,2026,Is_Malpractice_Case=NO,operative_complication
westlaw_100_full_text_items_for_appendectomy2_0023,"Frederick O. WHITE, Jr., Appellant,
v.
Jesse BROWN, Secretary of Veterans Affairs, Appellee.",15 Vet.App. 130,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy2_0024,"Not Followed as Dicta Hackle v. Commissioner of Social Sec., S.D.Ohio, February 19, 2013",613 F.2d 139,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy2_0025,"Joe Ann AIKEN, Appellant,
v.
Robert L. WILKIE, Secretary of Veterans Affairs, Appellee.",2019 WL 3431773,2026,Is_Malpractice_Case=UNKNOWN; Appendicitis_Index=UNKNOWN; Harm=UNKNOWN,unclear
westlaw_100_full_text_items_for_appendectomy2_0026,"UNITED STATES of America, Plaintiff,
v.
Samuel A. CRISH, Defendant.",2025 WL 3003925,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy2_0027,"Mae WILLIAMS, Plaintiff,
v.
Michael J. ASTRUE, Commissioner of Social Security, Defendant.",2009 WL 2045339,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy2_0028,"Rehearing Granted, Vacated by Ezeagwuna v. Ashcroft, 3rd Cir., April 14, 2003",301 F.3d 116,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy2_0029,"Eufemio R. VAZQUEZ, Appellant,
v.
Hershel W. GOBER, Acting Secretary of Veterans Affairs, Appellee.",15 Vet.App. 436,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy2_0030,"Brandon THOMPSON, Plaintiff,
v.
MIDCONTINENT INDEPENDENT SYSTEM OPERATOR, INC., Defendant.",2018 WL 11191633,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy2_0031,"Distinguished by Onishea v. Hopper, 11th Cir.(Ala.), April 7, 1999",137 F.3d 398,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy2_0032,"Gladys WINSHIP, Plaintiff,
v.
DAKOTA COUNTY, Defendant.",2008 WL 4151803,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy2_0033,"UNITED STATES of America,
v.
Reynaldo Delgado GARZA, Defendant.",2020 WL 4368284,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy2_0034,"Ricky Randall Causey v. The University of Kentucky Chandler Medical Center, et al.",19 F.3d 18,1994,Not a medical malpractice claim; filed as civil rights action under 42 U.S.C. §1983.; Is_Malpractice_Case=NO,operative_complication
westlaw_100_full_text_items_for_appendectomy2_0035,"Robert E. MILLER, Appellant
v.
* Michael J. ASTRUE, Commissioner Social Security.",282 Fed.Appx. 142,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy2_0036,"Dominator A. ALBUYA, Appellant,
v.
Jesse BROWN, Secretary of Veterans Affairs, Appellee.",7 Vet.App. 22,2026,Is_Malpractice_Case=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy2_0037,"Berenice SALINAS-MONDRAGON, Petitioner,
v.
Moises BECERRA, et al., Respondents.",2026 WL 269331,2026,Is_Malpractice_Case=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy2_0038,"Joan A. HOFMANN
v.
JOHN HANCOCK MUTUAL LIFE INSURANCE COMPANY.",400 F.Supp. 827,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,payment_dispute
westlaw_100_full_text_items_for_appendectomy2_0039,"Disagreement Recognized by Palma v. Pharmedica Communications, Inc., D.Conn., September 30, 2003",113 F.Supp.2d 65,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy2_0040,"Johnny Martin LEDFORD, Plaintiff
v.
Carolyn W. COLVIN, Acting Commissioner of Social Security, Defendant",2015 WL 9304565,2026,Is_Malpractice_Case=UNKNOWN; Appendicitis_Index=UNKNOWN; Harm=UNKNOWN,unclear
westlaw_100_full_text_items_for_appendectomy2_0041,"Gasper JANUSA, Appellant,
v.
Jesse BROWN, Secretary of Veterans Affairs, Appellee.",6 Vet.App. 122,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy2_0042,"Daniel NEIMAN and Allyson F., Neiman, as parents and Legal Representatives of their minor son N.K.N. Petitioners,
v.
SECRETARY OF HEALTH AND HUMAN SERVICES, Respondent.",2016 WL 6459618,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy2_0043,"Manuel SUSANO-BONILLA, a/k/a Manuel S. Bonilla, Petitioner,
v.
Merrick B. GARLAND, United States Attorney General,* Respondent.",851 Fed.Appx. 855,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy2_0044,"Tjymas Blackmore v. County of Kalamazoo, et al.",2003 WL 25737109,2003,Non‑malpractice civil‑rights claim; no documented clinical injury beyond successful appendectomy.; Is_Malpractice_Case=NO; Harm=NO,delayed_diagnosis
westlaw_100_full_text_items_for_appendectomy2_0045,"This document relates to: Stinson v. Davol, Inc., et al.",2023 WL 6534332,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy2_0046,"Lloyd R. McCLOUD, Appellant,
v.
Eric K. SHINSEKI, Secretary of Veterans Affairs, Appellee.",2011 WL 148307,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy2_0047,"Angel PORTER, Plaintiff,
v.
PINKERTON GOVERNMENT SERVICES, INC., Defendant.",304 F.R.D. 24,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy2_0048,"Melvia J. GARDNER, Appellant,
v.
Robert L. WILKIE, Secretary of Veterans Affairs, Appellee.",2020 WL 6303854,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy2_0049,"Amber GANT, Plaintiff,
v.
Michael J. ASTRUE, Commissioner of Social Security, Defendant.",2010 WL 5106839,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy2_0050,"Lynnette KARAS, Plaintiff–Appellant,
v.
AMERICAN FAMILY INSURANCE COMPANY, INC., a Wisconsin Corporation, Defendant–Appellee.",33 F.3d 995,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,payment_dispute
westlaw_100_full_text_items_for_appendectomy2_0051,"Opinion Vacated by Bonney v. Upjohn Co., W.D.Mich., September 23, 1981",487 F.Supp. 486,2026,Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy2_0052,"Brian AUTHEMENT, Jr., Plaintiff
v.
Meagan WILKINSON, et al., Defendants",2017 WL 7035680,2026,Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy2_0053,"Sandra EILRICH, Plaintiff–Appellant,
v.
COMMISSIONER OF SOCIAL SECURITY, Defendant–Appellee.",540 Fed.Appx. 569,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy2_0054,"Gary L. RICH, Plaintiff,
v.
Michael J. ASTRUE, Commissioner of Social Security, Defendant.",2009 WL 250322,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy2_0055,,35 F.Supp. 390,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy2_0056,"Brian Lawrence SNOKE, Petitioner,
v.
WARDEN, Respondent.",2009 WL 10872627,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy2_0057,"Ruth WILSON, Plaintiff,
v.
TWIN RIVERS TOWING COMPANY, a corporation, Defendant.",413 F.Supp. 154,2026,Is_Malpractice_Case=NO,postop_management
westlaw_100_full_text_items_for_appendectomy2_0058,"Robert L. BOYD, Appellant,
v.
Douglas A. COLLINS, Secretary of Veterans Affairs, Appellee.",2025 WL 415399,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy2_0059,"Gwendola F. CHATMAN, Appellant,
v.
Robert A. McDONALD, Secretary of Veterans Affairs, Appellee.",2015 WL 3541423,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy2_0060,"James HARMON, Appellant,
v.
Denis MCDONOUGH, Secretary of Veterans Affairs, Appellee.",2021 WL 1010639,2026,Is_Malpractice_Case=UNKNOWN; Appendicitis_Index=UNKNOWN; Harm=UNKNOWN,unclear
westlaw_100_full_text_items_for_appendectomy2_0062,"Charles Neidig, Jr. v. Medical Staff, FCI McKean, and Staff, FCI McKean",2025 WL 863694,2025,No operative details or documented clinical harm; index appendectomy not confirmed.; Harm=UNKNOWN,delayed_diagnosis
westlaw_100_full_text_items_for_appendectomy2_0063,,137 F.Supp. 503,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy2_0065,"Annie B. Kimball–Ferguson v. Eric K. Shinseki, Secretary of Veterans Affairs",2012 WL 613970,2012,"Case is a VA benefits appeal, not a medical malpractice or surgical negligence action.; Is_Malpractice_Case=NO; Appendicitis_Index=NO",operative_complication
westlaw_100_full_text_items_for_appendectomy2_0066,"Vince SORRENTINO, Petitioner,
v.
Denis MCDONOUGH, Secretary of Veterans Affairs, Respondent.",2023 WL 4711483,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy2_0067,"Not Followed on State Law Grounds Valley Hosp. v. Kroll, N.J.Super.L., April 17, 2003",211 F.3d 1323,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,payment_dispute
westlaw_100_full_text_items_for_appendectomy2_0068,"Distinguished by Miller v. Berryhill, D.Conn., December 6, 2018",398 F.Supp. 1124,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy2_0069,"Michael Bruce ROGERS, Jr., Plaintiff,
v.
Carolyn W. COLVIN, Acting Commissioner of Social Security Administration, Defendant.",2015 WL 4507047,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy2_0070,"Candy MANNISI, Plaintiff,
v.
Michael J. ASTRUE, Commissioner of Social Security, Defendant.",2008 WL 441767,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy2_0071,"Declined to Extend by Seals v. Barnhart, N.D.Ala., March 8, 2004",861 F.2d 475,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy2_0072,"Distinguished by Votrain v. Illinois Terminal R. Co., Mo., June 14, 1954",41 F.2d 342,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy2_0073,"Gregorio FERNANDEZ-PEREZ, Movant,
v.
UNITED STATES of America, Respondent.",2020 WL 6546301,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy2_0074,"Green v. Gore & Associates, Inc.",2020 WL 1666790,2020,Not a medical malpractice claim; product liability action against device manufacturer; Is_Malpractice_Case=NO,operative_complication
westlaw_100_full_text_items_for_appendectomy2_0075,"Judgment Reversed by Hathaway v. Worcester City Hospital, 1st Cir.(Mass.), March 22, 1973",341 F.Supp. 1385,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy2_0076,"Distinguished by Leisure v. Lancaster County Prison, 3rd Cir.(Pa.), September 18, 2018",850 F.3d 526,2026,Is_Malpractice_Case=UNKNOWN; Appendicitis_Index=UNKNOWN; Harm=UNKNOWN,unclear
westlaw_100_full_text_items_for_appendectomy2_0077,"Declined to Extend by Jones v. Allen, S.D.Ohio, July 17, 2012",179 Fed.Appx. 304,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,payment_dispute
westlaw_100_full_text_items_for_appendectomy2_0078,"Shannon and William POWERS, Parents and Natural Guardians of L.P., a Minor, Petitioners,
v.
SECRETARY OF HEALTH AND HUMAN SERVICES, Respondent.",2016 WL 1730189,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy2_0079,"Michael SEMPRINI, Plaintiff,
v.
David H. NAOUR, Defendant.",2007 WL 9735729,2026,Is_Malpractice_Case=UNKNOWN; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy2_0080,"Yoon Kyeong LEE and Seung Ho Son, Plaintiffs,
v.
ABINGTON MEMORIAL HOSPITAL, Valerie Dyke, M.D., Robert K Josloff, M.D., and Surgical Care Specialists, Inc., Defendants.",2000 WL 1146621,2026,Is_Malpractice_Case=UNKNOWN; Appendicitis_Index=UNKNOWN; Harm=UNKNOWN,unclear
westlaw_100_full_text_items_for_appendectomy2_0081,"Willie R. MCKINNON, Jr., Appellant,
v.
Robert L. WILKIE, Secretary of Veterans Affairs, Appellee.",2020 WL 2762747,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy2_0082,"Appeal Filed by Jeffrey Harrison v. Jamie VanderMolen, et al, 6th Cir., November 12, 2025",2025 WL 2699119,2026,Is_Malpractice_Case=NO; Harm=NO,delayed_diagnosis
westlaw_100_full_text_items_for_appendectomy2_0084,"John DOE, M.D., Ph.D., Plaintiff,
v.
U.S. DEPARTMENT OF HEALTH AND HUMAN SERVICES, Defendant.",2024 WL 4984444,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy2_0085,"On Rehearing U.S. v. Lyons, 5th Cir.(La.), April 16, 1984",704 F.2d 743,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy2_0086,"Declined to Follow by Sisk v. Picture People, Inc., 8th Cir.(Mo.), February 28, 2012",398 F.3d 998,2026,Is_Malpractice_Case=UNKNOWN; Appendicitis_Index=UNKNOWN; Harm=UNKNOWN,unclear
westlaw_100_full_text_items_for_appendectomy2_0087,"Richard VISCOSI, Plaintiff,
v.
Shirley S. CHATER, Commissioner of Social Security, Defendant.",1995 WL 758402,2026,Is_Malpractice_Case=UNKNOWN; Appendicitis_Index=UNKNOWN; Harm=UNKNOWN,unclear
westlaw_100_full_text_items_for_appendectomy2_0088,"Austin ROACH-YOHEY, as representative of the Estate of Angela Roach, Petitioner,
v.
SECRETARY OF HEALTH AND HUMAN SERVICES, Respondent.",2025 WL 3143497,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy2_0089,"JOSEPH LUDZINSKI
v.
THE UNITED STATES",154 Ct.Cl. 215,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy2_0090,"Roy G. HEATH, Petitioner,
v.
Jesse BROWN, Secretary of Veterans Affairs, Appellee.",66 F.3d 344,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
